,SVM,KStar,NaiveBayes,RandomSubspace,RandomForest,HoeffdingTree,NaiveBayes,AutoCorrelation,Dimensionality,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,NumberOfClasses,NumberOfFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures
meta_ensembles.arff,0.708299,0.670368,0.44968,0.702793,0.676974,0.688507,0.664838,0.3561643835616438,0.8513513513513513,13.385613607973555,54.72114799237141,1.747066690624849,309.36970077237544,4.0,63.0,0.0,0.0,0.0,98.4126984126984,1.5873015873015872
nursery,0.999696,0.857105,0.994411,0.971607,0.981607,0.999085,0.979966,0.2393703217840883,0.0006944444444444445,,,,,5.0,9.0,11.11111111111111,0.0,0.0,0.0,100.0
cleve,0.896377,0.862143,0.907817,0.884256,0.908235,0.90303,0.879161,0.9370860927152318,0.0462046204620462,1.281230644472399,116.58811881188119,0.4774032342041229,20.503446185653544,2.0,14.0,28.57142857142857,0.0,0.0,35.714285714285715,64.28571428571429
sleuth_ex1605,0.865765,0.831426,0.83871,0.809053,0.855359,0.793444,0.844953,-14.78688524590164,0.0967741935483871,0.06483436049798277,91.15053763440861,-0.17534832736607414,12.322778362051498,0.0,6.0,0.0,0.0,0.0,100.0,0.0
kdd_ipums_la_97-small,0.980178,0.976851,0.771059,0.987495,0.872652,0.98245,0.978483,0.5374750641208321,0.008690696680438809,65.68960558983906,48835.08657885304,3.0525361524437624,75319.6412885513,2.0,61.0,14.754098360655737,100.0,10.233114333693791,54.09836065573771,45.90163934426229
fri_c2_1000_5,0.979285,0.969664,0.770379,0.799693,0.769716,0.965589,0.946679,-0.15246607669929882,0.006,-0.8152497958832473,1.812849942962417e-10,0.030099200770449242,0.9999999999326682,0.0,6.0,0.0,0.0,0.0,100.0,0.0
analcatdata_halloffame,0.958174,0.939453,0.488553,0.806608,0.944526,0.906718,0.919455,0.830470500373413,0.012686567164179104,2.1412222749209304,637.4240550806572,0.8335889988230164,324.92966790949765,3.0,17.0,0.0,1.4925373134328357,0.08779631255487269,88.23529411764706,11.76470588235294
no2,0.710339,0.678339,0.559113,0.582665,0.584809,0.635066,0.675491,0.0967777755511017,0.016,0.20480335311749598,60.118863739999995,-0.09560378491348759,38.18780843949557,0.0,8.0,0.0,0.0,0.0,100.0,0.0
first-order-theorem-proving,0.867435,0.828988,0.498686,0.660343,0.610502,0.823837,0.849722,0.3678273663560569,0.008499509643674403,228.1908672595734,-0.0005510331198841205,7.440976027873651,0.9916438519187979,6.0,52.0,0.0,0.0,0.0,98.07692307692307,1.9230769230769231
autoPrice,0.99709,0.993122,0.9904761904761905,0.969489,0.988536,0.982892,0.996296,-2423.0696202531644,0.10062893081761007,1.056944594555641,1238.9450943396228,0.6876586685141055,435.09321186690744,0.0,16.0,0.0,0.0,0.0,100.0,0.0
heart-long-beach,0.621472,0.509242,0.480753,0.646748,0.621728,0.613539,0.565824,0.22110552763819097,0.07,9.40489230056545,11.885000000000002,0.5057745905329623,6.346905125010748,5.0,14.0,0.0,0.0,0.0,92.85714285714286,7.142857142857142
robot-failures-lp2,0.897492,0.833654,0.85116,0.785431,0.887813,0.711249,0.781231,0.6956521739130435,1.9361702127659575,4.848565957500776,8.581560283687942,0.07334167504794474,18.981014102740453,5.0,91.0,0.0,0.0,0.0,98.9010989010989,1.098901098901099
vowel,0.999485,0.999405,0.954261,0.957438,0.958667,0.995498,0.99219,0.0,0.013131313131313131,-0.39142721501684635,-0.10318040404040407,0.09111527285062525,0.699331810942439,11.0,13.0,7.6923076923076925,0.0,0.0,76.92307692307693,23.076923076923077
banana,0.959502,0.963708,0.748488,0.5,0.660027,0.959073,0.766878,0.49367805246272883,0.0005660377358490566,-0.8442896436661711,1.6657547169821537e-05,0.09728044523028674,0.9999591946804569,2.0,3.0,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333
breast-w,0.991656,0.98877,0.978764,0.974615,0.981672,0.993001,0.988508,0.6318051575931232,0.01430615164520744,1.6841150960407236,3.1357041002822355,1.477488666731089,2.7510805456186183,2.0,10.0,10.0,2.28898426323319,0.22889842632331905,90.0,10.0
visualizing_soil,1.0,1.0,0.999982,0.994394,0.999662,0.999974,0.999437,0.9859953703703703,0.0005786367318597385,-0.9242630249630186,17.60511413609528,0.27420590864596667,10.682994426819722,0.0,5.0,20.0,0.0,0.0,80.0,20.0
analcatdata_challenger,0.540545,0.219807,0.65735,0.64579,0.579365,0.651139,0.356453,0.5909090909090909,0.21739130434782608,0.29312540114458496,69.56521739130434,-0.653705820713026,7.0570795334544725,3.0,5.0,20.0,0.0,0.0,20.0,80.0
shuttle-landing-control,0.555556,0.592593,0.268519,0.277778,0.666667,0.518519,0.388889,0.7142857142857143,0.4666666666666667,,,,,2.0,7.0,71.42857142857143,60.0,24.761904761904763,0.0,100.0
kc3,0.836201,0.745475,0.472653,0.548725,0.707705,0.820874,0.811208,0.8293216630196937,0.08733624454148471,18.932703744292265,395.4946411376105,3.10113844959487,1244.9923289626022,2.0,40.0,2.5,0.0,0.0,97.5,2.5
bolts,0.943681,0.956044,0.914835,0.924451,0.921703,0.899725,0.914835,-13.571282051282054,0.175,-0.9378997566620313,14.888714285714284,0.16004948978177574,11.832897626532338,0.0,7.0,0.0,0.0,0.0,100.0,0.0
fri_c1_250_10,0.955,0.962403,0.729221,0.72711,0.736234,0.755649,0.896039,-0.07521685087630431,0.044,-1.126503007646412,-3.424727240181563e-10,-0.0390455808329189,1.0000000000285554,0.0,11.0,0.0,0.0,0.0,100.0,0.0
planning-relax,0.431361,0.527959,0.484615,0.5,0.435059,0.485577,0.485059,0.430939226519337,0.07142857142857142,0.5393017903927005,-0.004839777014652012,-0.16362577580730814,0.41217372460873897,2.0,13.0,7.6923076923076925,0.0,0.0,92.3076923076923,7.6923076923076925
triazines,0.842428,0.855237,0.595794,0.751281,0.760991,0.758251,0.834326,0.833118918918919,0.3279569892473118,18.41097624665389,0.21151489511722193,3.194978767952586,0.17948467733360335,0.0,61.0,0.0,0.0,0.0,100.0,0.0
robot-failures-lp1,0.963966,0.93414,0.964706,0.821864,0.989426,0.929514,0.943177,0.6551724137931034,1.0340909090909092,11.4144678383849,-27.387247474747475,-0.20978325284012986,118.36936502939884,4.0,91.0,0.0,0.0,0.0,98.9010989010989,1.098901098901099
analcatdata_chlamydia,0.934373,0.823262,0.983106,0.940546,0.979857,0.905783,0.818064,-3132.787878787879,0.04,18.110850169332547,3659.030000000001,4.123852663343148,9560.722957168953,0.0,4.0,25.0,0.0,0.0,25.0,75.0
fri_c4_100_50,0.76664,0.845779,0.435268,0.449675,0.512987,0.51461,0.78612,-0.16368517492929321,0.51,-0.9692383657563056,-2.215294115523187e-10,0.10643462210530015,1.00000000066453,0.0,51.0,0.0,0.0,0.0,100.0,0.0
volcanoes-d4,0.764192,0.817569,0.498442,0.503718,0.820305,0.731349,0.779893,0.9661389113602219,0.00046221400508435407,-0.3144357417856187,337.79974282212453,0.41577571516800277,192.1337481687496,5.0,4.0,0.0,0.0,0.0,75.0,25.0
sleuth_ex1714,0.931481,0.92963,0.892593,0.891667,0.876852,0.890741,0.872222,-2055.021739130435,0.1702127659574468,0.5444177390838965,1358.9510638297872,0.5529215950801105,356.5896796294022,0.0,8.0,0.0,0.0,0.0,100.0,0.0
fri_c1_1000_50,0.944417,0.955733,0.727561,0.69438,0.736794,0.638334,0.93003,-0.09130914801593744,0.051,-1.170781609268025,1.250706059781948e-12,-0.007868899219593696,0.9999999998331981,0.0,51.0,0.0,0.0,0.0,100.0,0.0
threeOf9,0.999847,0.61823,0.897005,0.847398,0.896936,0.999847,0.940578,0.4931506849315068,0.01953125,,,,,2.0,10.0,100.0,0.0,0.0,0.0,100.0
badges2,1.0,1.0,1.0,1.0,0.999943,1.0,1.0,0.8464163822525598,0.03741496598639456,1.1636439148946598,4.419154518950437,1.0422814943776844,1.0966313728965,2.0,11.0,36.36363636363637,0.0,0.0,63.63636363636363,36.36363636363637
climate-model-simulation-crashes,0.841643,0.861138,0.471484,0.690855,0.865297,0.734576,0.78866,0.8385899814471243,0.03888888888888889,-1.2151730419773643,18.575018532685185,2.9030687163888838e-05,10.68834999351379,2.0,21.0,4.761904761904762,0.0,0.0,95.23809523809523,4.761904761904762
volcanoes-b2,0.82524,0.876826,0.880025,0.499973,0.883768,0.797117,0.810519,0.9805943564263617,0.0003749531308586427,2.097431098362731,343.97355370334975,0.5304009695124431,191.7226095816666,5.0,4.0,0.0,0.0,0.0,75.0,25.0
car,0.994168,0.750169,0.974071,0.980462,0.974688,0.995497,0.938375,0.6543138390272148,0.004050925925925926,,,,,2.0,7.0,14.285714285714285,0.0,0.0,0.0,100.0
fertility,0.607955,0.510417,0.418087,0.471591,0.458333,0.710227,0.478693,0.7777777777777778,0.1,-0.2700755678479731,0.3876555555555556,-0.04385735300990688,0.4445248250920172,2.0,10.0,10.0,0.0,0.0,90.0,10.0
newton_hema,0.864694,0.880408,0.835714,0.799082,0.826735,0.87102,0.856735,-8.755395683453237,0.02857142857142857,3.39917814228187,52.61071428571429,1.4508692240367396,38.02015591594801,0.0,4.0,0.0,0.0,0.0,75.0,25.0
analcatdata_apnea1,0.933634,0.775541,0.915855,0.908708,0.914231,0.926823,0.917815,-1481.0886075949368,0.008421052631578947,11.491816392358622,424.4536842105264,2.4500277842481912,1596.4253452413177,0.0,4.0,0.0,0.0,0.0,50.0,50.0
braziltourism,0.682116,0.619392,0.47295,0.566049,0.648733,0.616708,0.653893,0.9854014598540146,0.021844660194174758,5.3216035800178325,297.92990192920877,1.114696467308079,227.4785941226492,7.0,9.0,11.11111111111111,11.893203883495145,2.5889967637540456,44.44444444444444,55.55555555555556
fri_c0_250_10,0.925024,0.908608,0.912448,0.843776,0.910976,0.840032,0.892288,-0.19571919690361395,0.044,-1.091995458400567,-5.895709083386154e-10,-0.020703234788118627,0.9999999992112348,0.0,11.0,0.0,0.0,0.0,100.0,0.0
baskball,0.764655,0.764872,0.749457,0.751411,0.752931,0.766826,0.7297,0.9143031578947368,0.052083333333333336,0.42714060092781575,48.82810291666667,-0.020714136177927143,3.815101220991389,0.0,5.0,0.0,0.0,0.0,100.0,0.0
mozilla4,0.98378,0.964493,0.941515,0.847232,0.829284,0.942725,0.973285,0.7130725681935152,0.00038597619813444836,9.97548065751711,221598.56303634783,1.4714719487731638,220055.54406718392,2.0,6.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664
wholesale-customers,0.958845,0.942433,0.932047,0.882219,0.934233,0.940519,0.952347,0.6150341685649203,0.020454545454545454,43.059150023887035,4746.95422077922,4.230043166220242,5996.325265565326,2.0,9.0,11.11111111111111,0.0,0.0,77.77777777777779,22.22222222222222
vote,0.992755,0.992008,0.954688,0.97881,0.972846,0.98231,0.988976,0.576036866359447,0.03908045977011494,,,,,2.0,17.0,100.0,46.666666666666664,5.300878972278566,0.0,100.0
analcatdata_happiness,0.4225,0.672083,0.571667,0.311458,0.579583,0.440833,0.681458,0.9661016949152542,0.06666666666666667,0.3752028474638913,25.283333333333328,1.068064187910389,23.60988852489973,3.0,4.0,0.0,0.0,0.0,25.0,75.0
plasma_retinol,0.589461,0.63509,0.522288,0.55889,0.53024,0.52991,0.532244,-196.46815286624204,0.044444444444444446,27.38894423824712,547.229083018759,2.904912674461923,303.5892903957024,0.0,14.0,7.142857142857142,0.0,0.0,78.57142857142857,21.428571428571427
BachChoralHarmony,0.982347,0.98608,0.903463,0.981707,0.979304,0.959618,0.982091,0.4546257062146893,0.003000882612533098,-0.04450026063506196,28.25463371579888,0.65365961229178,19.188958629736078,102.0,17.0,70.58823529411765,0.0,0.0,11.76470588235294,88.23529411764706
analcatdata_vineyard,0.945682,0.824889,0.889784,0.791568,0.878402,0.9424,0.912149,-0.6873661670235546,0.008547008547008548,-0.8233020301421063,14.199964387464385,0.21019106243305669,8.022988050886235,0.0,4.0,0.0,0.0,0.0,75.0,25.0
chscase_vine1,0.936756,0.897321,0.852679,0.850446,0.846726,0.909226,0.845238,-1.1764705882352942,0.19230769230769232,-0.12955478768536527,10.839903846153845,-0.15544643918849022,4.554972906997527,0.0,10.0,0.0,0.0,0.0,100.0,0.0
one-hundred-plants-margin,0.996721,0.990233,0.987252,0.995447,0.983421,0.98227,0.987559,0.9380863039399625,0.040625,10.54711252941818,0.015624954072265626,2.2227721543045185,0.016837869171837255,100.0,65.0,0.0,0.0,0.0,98.46153846153847,1.5384615384615385
har,0.999456,0.99806,0.919039,0.998437,0.928574,0.997856,0.998733,0.9612546125461254,0.05456840469948539,13.662956850925584,-0.508620217585114,1.6370975866256592,0.2792315145321125,6.0,562.0,0.0,0.0,0.0,99.8220640569395,0.1779359430604982
hill-valley,0.665624,0.517254,0.497895,0.690294,0.481736,0.570971,0.617941,0.509496284062758,0.08333333333333333,9.587345867784956,8174.051207590759,3.004676288304383,18000.312937840914,2.0,101.0,0.9900990099009901,0.0,0.0,99.00990099009901,0.9900990099009901
seeds,0.984813,0.989048,0.98517,0.976735,0.985714,0.992993,0.980442,0.9904306220095693,0.0380952380952381,-0.7317172516082001,6.896174081632653,0.267418965717047,1.0078718751989215,3.0,8.0,0.0,0.0,0.0,87.5,12.5
analcatdata_dmft,0.518239,0.560633,0.578266,0.576705,0.575689,0.554598,0.56985,0.9937185929648241,0.006273525721455458,,,,,6.0,5.0,20.0,0.0,0.0,0.0,100.0
vineyard,0.840774,0.854911,0.868304,0.864583,0.860863,0.848958,0.855655,-1.1764705882352942,0.057692307692307696,0.6456867834933067,10.339743589743591,-0.5157806329966461,2.890397102741041,0.0,3.0,0.0,0.0,0.0,100.0,0.0
mfeat-factors,0.998296,0.990602,0.969927,0.995529,0.979848,0.997156,0.996484,0.9954977488744372,0.1085,-0.315188200704828,318.2703888888889,0.027560516903782382,49.58131318395632,10.0,217.0,0.0,0.0,0.0,99.53917050691244,0.4608294930875576
ozone-level-8hr,0.913606,0.832515,0.499495,0.530198,0.788949,0.841982,0.842247,0.9155151993683379,0.028808208366219414,1.4930547521290494,296.494606499841,0.08595601481421308,7.570160866371553,2.0,73.0,1.36986301369863,0.0,0.0,98.63013698630137,1.36986301369863
fri_c2_250_5,0.969123,0.928442,0.745519,0.792305,0.756364,0.914838,0.916169,-0.14346199753413727,0.024,-0.9713477665789259,4.577999904997743e-10,-0.005436481131435624,0.9999999999252907,0.0,6.0,0.0,0.0,0.0,100.0,0.0
volcanoes-a1,0.994583,0.993911,0.924685,0.667925,0.943796,0.96314,0.960011,0.9480159950784374,0.0012300123001230013,0.017505524154197854,335.919495921484,0.5500088467185456,195.4342183801133,5.0,4.0,0.0,0.0,0.0,75.0,25.0
volcanoes-e4,0.821433,0.858607,0.489375,0.496947,0.866516,0.794567,0.80418,0.9552358113509193,0.003194888178913738,-0.27157851991630905,337.79629990841306,0.44437771271664217,191.16529271797913,5.0,4.0,0.0,0.0,0.0,75.0,25.0
fri_c3_500_5,0.964672,0.955929,0.645538,0.678787,0.665463,0.958383,0.934695,-0.1160827252376755,0.012,-0.16602048199126243,-3.4585999382497067e-10,0.325677207372353,0.9999999999588602,0.0,6.0,0.0,0.0,0.0,100.0,0.0
thyroid-dis,0.827145,0.782203,0.806037,0.774592,0.810071,0.802943,0.825698,0.4294390853876384,0.009642857142857142,67.68217904400375,46.566607194523804,4.054667134348194,17.836509114546317,5.0,27.0,74.07407407407408,0.0,0.0,22.22222222222222,77.77777777777779
molecular-biology_promoters,0.972588,0.985404,0.974724,0.974724,0.97152,0.965468,0.932004,0.9904761904761905,0.5471698113207547,,,,,2.0,58.0,1.7241379310344827,0.0,0.0,0.0,100.0
fri_c4_100_10,0.91389,0.839422,0.713368,0.684866,0.71939,0.69731,0.83902,-0.16554921072727263,0.11,-0.7449097036729345,-3.463272751408846e-10,0.15392532702956827,0.999999999760636,0.0,11.0,0.0,0.0,0.0,100.0,0.0
fri_c3_500_10,0.966154,0.968686,0.665038,0.674342,0.678131,0.772373,0.926325,-0.10536513815190368,0.022,-0.6542528088272078,3.5170365008713687e-10,0.14450384922520026,0.9999999993833847,0.0,11.0,0.0,0.0,0.0,100.0,0.0
visualizing_ethanol,0.583463,0.635142,0.488889,0.558398,0.554522,0.49509,0.574419,0.7988965517241379,0.03409090909090909,-1.3008349710784683,4.972647727272728,0.153374687423723,1.756250560011729,0.0,3.0,0.0,0.0,0.0,100.0,0.0
disclosure_z,0.519255,0.504516,0.567886,0.56697,0.56627,0.462044,0.536341,-24638.732617246635,0.006042296072507553,0.6846195901714154,18332.41827461518,0.3170991387947288,5980.634749049602,0.0,4.0,0.0,0.0,0.0,100.0,0.0
humandevel,0.461538,0.948166,0.959172,0.89574,0.958462,0.951953,0.921302,0.9931782945736435,0.015384615384615385,-1.2295001108968124,33.07146923076923,-0.1751942345157802,18.971729355679237,0.0,2.0,0.0,0.0,0.0,100.0,0.0
meta_instanceincremental.arff,0.954427,0.927989,0.734316,0.903562,0.840945,0.879707,0.857528,0.5616438356164384,0.8513513513513513,13.385613607973555,54.72114799237141,1.747066690624849,309.36970077237544,4.0,63.0,0.0,0.0,0.0,98.4126984126984,1.5873015873015872
prnn_synth,0.92368,0.941632,0.931776,0.869024,0.931712,0.928,0.910432,0.9959839357429718,0.012,-0.8789167415114068,0.21580198266,-0.14865085036757053,0.37215931773344313,2.0,3.0,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333
chscase_geyser1,0.89018,0.915197,0.784133,0.892681,0.919903,0.904342,0.868301,-18.380090497737555,0.013513513513513514,-1.256944980402305,28.960810810810813,-0.3819923855229443,7.248580627146743,0.0,3.0,0.0,0.0,0.0,100.0,0.0
PieChart1,0.880817,0.890961,0.490785,0.513339,0.722852,0.793669,0.809452,0.8380681818181818,0.05390070921985816,56.50255554647288,1283.6397362468854,5.345353529131209,6136.712385358594,2.0,38.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421
autos,0.959902,0.967469,0.832044,0.902659,0.823872,0.883276,0.886834,0.6323529411764706,0.12682926829268293,1.3593185995836767,1447.0910079157657,0.7995814630212839,606.9879337570025,6.0,26.0,15.384615384615385,22.439024390243905,1.1069418386491556,57.692307692307686,42.30769230769231
fri_c1_500_25,0.947646,0.956921,0.73749,0.700696,0.737571,0.70424,0.916036,-0.11631715316753435,0.052,-1.1496021584256115,-7.555459822927499e-11,-0.009231338468425348,0.9999999999997619,0.0,26.0,0.0,0.0,0.0,100.0,0.0
PieChart2,0.807828,0.809799,0.424297,0.498628,0.756516,0.546854,0.424083,0.956989247311828,0.049664429530201344,133.86242582982518,394.7182953020134,8.34634291661419,1538.1102218629271,2.0,37.0,2.7027027027027026,0.0,0.0,97.2972972972973,2.7027027027027026
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,0.736136,0.498362,0.466945,0.461155,0.471025,0.700347,0.71829,0.9993746091307066,0.013125,,,,,2.0,21.0,14.285714285714285,0.0,0.0,0.0,100.0
fishcatch,0.99198,0.994152,0.978947,0.976107,0.983459,0.987302,0.959064,-78.25350318471338,0.05063291139240506,0.17180698749198609,87.81329113924053,0.38282542687816573,67.01203927169226,0.0,8.0,12.5,55.06329113924051,6.882911392405064,75.0,25.0
teachingAssistant,0.782183,0.946294,0.704805,0.733727,0.704493,0.681112,0.861003,0.9266666666666666,0.046357615894039736,-0.7737371276510043,51.93377483443709,0.24915298234901984,28.3139015731525,3.0,7.0,28.57142857142857,0.0,0.0,28.57142857142857,71.42857142857143
phoneme,0.964281,0.967372,0.810417,0.729145,0.818044,0.937685,0.931339,0.5918933925596891,0.0011102886750555144,0.33974898860956887,-1.2287194680574282e-08,0.7794652586095029,1.000000004616722,2.0,6.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664
pc3,0.853452,0.747926,0.499252,0.499644,0.764237,0.771383,0.797285,0.8143405889884763,0.02431222008957134,238.95404585980833,1008.1458672684203,10.324325597699104,10334.503124329438,2.0,38.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421
iris,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9865771812080537,0.03333333333333333,-0.7507394876837399,3.4636666666666667,0.067375701047788,0.9473104002482851,3.0,5.0,0.0,0.0,0.0,80.0,20.0
pendigits,0.999705,0.99967,0.983635,0.997781,0.972941,0.999206,0.999199,0.10290237467018469,0.0015465793304221252,-0.501042935533417,50.711045533115005,-0.03919608212030848,29.77423823733485,10.0,17.0,0.0,0.0,0.0,94.11764705882352,5.88235294117647
fri_c2_1000_50,0.930077,0.932297,0.7516647758101908,0.746027,0.753572,0.649713,0.934864,-0.13075477729879825,0.051,-1.1516886854578272,-6.540307715125034e-11,0.009541262293333366,0.9999999999524466,0.0,51.0,0.0,0.0,0.0,100.0,0.0
sleuth_case1202,0.846491,0.87963,0.868908,0.889133,0.871832,0.788743,0.854288,-92.3804347826087,0.07526881720430108,0.1318222311583178,3294.16615483871,0.5917477788278198,548.1280734946344,0.0,7.0,14.285714285714285,0.0,0.0,71.42857142857143,28.57142857142857
volcanoes-a4,0.883723,0.902306,0.679582,0.55622,0.920395,0.852845,0.850196,0.9445178335535006,0.0026402640264026403,-0.14324702923080798,335.83910748338866,0.5072394232690097,194.65135365203386,5.0,4.0,0.0,0.0,0.0,75.0,25.0
pbcseq,0.758368,0.855501,0.552652,0.724077,0.754678,0.778883,0.763525,0.8518518518518519,0.009768637532133676,14.130620649624468,1780.7145221303601,1.7918520168176548,506.1394862697822,0.0,19.0,26.31578947368421,42.77634961439588,3.0658909484508183,68.42105263157895,31.57894736842105
isolet,0.997912,0.945689,0.940222,0.998454,0.964303,0.994629,0.99601,0.30002565418163163,0.07926125432858792,3.6056625652757637,0.06479603695807032,0.44206745255136376,0.4140807323633421,26.0,618.0,0.0,0.0,0.0,99.83818770226537,0.16181229773462785
sylva_agnostic,0.998476,0.998588,0.957224,0.994561,0.996099,0.989675,0.997882,,0.015074678707884683,1.2607659458456506,454.9733952761376,0.28257589369055613,152.7299207847029,,217.0,79.72350230414746,0.0,0.0,18.433179723502306,81.5668202764977
cars,0.961584,0.939968,0.571128,0.850277,0.882114,0.919215,0.960571,0.6222222222222222,0.019704433497536946,-0.4047003409141506,565.7052182195871,0.4903492197701207,167.51060771271815,3.0,8.0,0.0,3.4482758620689653,0.43103448275862066,75.0,25.0
cholesterol,0.545379,0.582447,0.607884,0.612853,0.609577,0.574971,0.553271,-58.05960264900662,0.0462046204620462,0.9273127762157815,83.58259734239071,0.6589423296026808,14.94534000277354,0.0,14.0,21.428571428571427,1.9801980198019802,0.14144271570014144,50.0,50.0
diabetes,0.82997,0.766045,0.775903,0.750944,0.81559,0.789299,0.822575,0.5501955671447197,0.01171875,2.775362395442404,44.98579117838542,0.5292461289375233,25.7337429754516,2.0,9.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111
ilpd,0.746639,0.728855,0.490802,0.502994,0.725897,0.648959,0.711718,0.6134020618556701,0.018867924528301886,30.04207633619092,60.14487102267959,3.2908126195510525,82.43157657369557,2.0,11.0,18.181818181818183,0.0,0.0,81.81818181818183,18.181818181818183
fri_c3_1000_10,0.968979,0.968352,0.701891,0.686254,0.706968,0.834052,0.934428,-0.12444431992892922,0.011,-0.6114681473296767,-1.4544108510973106e-10,0.19315976958699943,0.9999999998961774,0.0,11.0,0.0,0.0,0.0,100.0,0.0
